id_estado,estado,id_municipio,municipio,confirmado,muerto,recuperado,activo,sospechoso,negativo,latitud,longitud
14,JALISCO,41,HUEJÚCAR,1.0,0.0,0,1.0,1.0,12.0,22.31857632,-103.23399930000001
14,JALISCO,42,HUEJUQUILLA EL ALTO,0.0,0.0,0,0.0,0.0,5.0,22.58385278,-103.9162005
14,JALISCO,43,LA HUERTA,0.0,0.0,0,0.0,1.0,21.0,19.51484125,-104.8631518
14,JALISCO,44,IXTLAHUACÁN DE LOS MEMBRILLOS,2.0,1.0,0,1.0,12.0,12.0,20.39175494,-103.2075436
14,JALISCO,45,IXTLAHUACÁN DEL RÍO,0.0,0.0,0,0.0,0.0,24.0,20.89865351,-103.2278195
14,JALISCO,46,JALOSTOTITLÁN,0.0,0.0,0,0.0,0.0,10.0,21.19170977,-102.4893491
14,JALISCO,47,JAMAY,5.0,0.0,0,5.0,2.0,21.0,20.28014492,-102.6856746
14,JALISCO,48,JESÚS MARÍA,1.0,0.0,0,1.0,0.0,20.0,20.63550724,-102.1198645
14,JALISCO,49,JILOTLÁN DE LOS DOLORES,0.0,0.0,0,0.0,0.0,4.0,19.329578100000003,-102.88107790000001
14,JALISCO,50,JOCOTEPEC,0.0,0.0,0,0.0,0.0,32.0,20.31454069,-103.41718459999998
14,JALISCO,51,JUANACATLÁN,4.0,0.0,0,4.0,1.0,19.0,20.48173379,-103.1352132
14,JALISCO,52,JUCHITLÁN,0.0,0.0,0,0.0,0.0,3.0,20.05426111,-104.0366577
14,JALISCO,53,LAGOS DE MORENO,10.0,0.0,0,10.0,11.0,109.0,21.49430423,-101.8796641
14,JALISCO,54,EL LIMÓN,0.0,0.0,0,0.0,0.0,8.0,19.84080401,-104.1003161
14,JALISCO,55,MAGDALENA,0.0,0.0,0,0.0,0.0,12.0,20.90826706,-104.0307804
14,JALISCO,56,SANTA MARÍA DEL ORO,0.0,0.0,0,0.0,0.0,8.0,19.52922935,-102.8386668
14,JALISCO,57,LA MANZANILLA DE LA PAZ,0.0,0.0,0,0.0,0.0,5.0,20.0215197,-103.10783740000001
14,JALISCO,58,MASCOTA,1.0,0.0,0,1.0,8.0,19.0,20.57907747,-104.8140704
14,JALISCO,59,MAZAMITLA,0.0,0.0,0,0.0,0.0,4.0,19.89425794,-103.0725374
14,JALISCO,60,MEXTICACÁN,0.0,0.0,0,0.0,0.0,2.0,21.26387264,-102.7535316
14,JALISCO,61,MEZQUITIC,0.0,0.0,0,0.0,0.0,10.0,22.22271235,-103.9943218
14,JALISCO,62,MIXTLÁN,0.0,0.0,0,0.0,0.0,5.0,20.50897932,-104.4529567
14,JALISCO,63,OCOTLÁN,39.0,3.0,0,36.0,13.0,149.0,20.39745621,-102.7240444
14,JALISCO,64,OJUELOS DE JALISCO,0.0,0.0,0,0.0,0.0,39.0,21.81095761,-101.7151483
14,JALISCO,65,PIHUAMO,0.0,0.0,0,0.0,0.0,2.0,19.146639800000003,-103.38185250000001
14,JALISCO,66,PONCITLÁN,19.0,1.0,0,18.0,4.0,27.0,20.27026701,-102.8947376
14,JALISCO,67,PUERTO VALLARTA,169.0,15.0,0,154.0,92.0,477.0,20.69798803,-105.1491067
14,JALISCO,68,VILLA PURIFICACIÓN,0.0,0.0,0,0.0,0.0,8.0,19.80728133,-104.72283840000001
14,JALISCO,69,QUITUPAN,0.0,0.0,0,0.0,0.0,3.0,19.80461389,-102.8682315
14,JALISCO,70,EL SALTO,42.0,5.0,0,37.0,21.0,148.0,20.53668402,-103.246808
14,JALISCO,71,SAN CRISTÓBAL DE LA BARRANCA,0.0,0.0,0,0.0,0.0,5.0,21.04790406,-103.5001571
14,JALISCO,72,SAN DIEGO DE ALEJANDRÍA,0.0,0.0,0,0.0,0.0,6.0,20.97014828,-102.0234522
14,JALISCO,73,SAN JUAN DE LOS LAGOS,32.0,0.0,0,32.0,14.0,139.0,21.26975755,-102.29436170000001
14,JALISCO,74,SAN JULIÁN,2.0,1.0,0,1.0,0.0,13.0,20.99770149,-102.1634752
14,JALISCO,75,SAN MARCOS,0.0,0.0,0,0.0,0.0,6.0,20.82470787,-104.23204709999999
14,JALISCO,76,SAN MARTÍN DE BOLAÑOS,0.0,0.0,0,0.0,0.0,3.0,21.59598697,-103.7850354
14,JALISCO,77,SAN MARTÍN HIDALGO,1.0,0.0,0,1.0,1.0,20.0,20.44997396,-103.90511020000001
14,JALISCO,78,SAN MIGUEL EL ALTO,0.0,0.0,0,0.0,1.0,49.0,20.99266762,-102.379615
14,JALISCO,79,GÓMEZ FARÍAS,0.0,0.0,0,0.0,1.0,10.0,19.85647545,-103.4171738
14,JALISCO,80,SAN SEBASTIÁN DEL OESTE,0.0,0.0,0,0.0,0.0,9.0,20.85250992,-104.82611740000002
14,JALISCO,81,SANTA MARÍA DE LOS ÁNGELES,0.0,0.0,0,0.0,0.0,4.0,22.19332482,-103.18128670000002
14,JALISCO,82,SAYULA,0.0,0.0,0,0.0,3.0,8.0,19.86177902,-103.5946428
14,JALISCO,83,TALA,0.0,0.0,0,0.0,0.0,35.0,20.61061616,-103.69249520000001
14,JALISCO,84,TALPA DE ALLENDE,3.0,0.0,0,3.0,3.0,33.0,20.29958418,-104.95351399999998
14,JALISCO,85,TAMAZULA DE GORDIANO,1.0,0.0,0,1.0,0.0,19.0,19.68759154,-103.1793087
14,JALISCO,86,TAPALPA,0.0,0.0,0,0.0,1.0,5.0,19.94829117,-103.76546809999999
14,JALISCO,87,TECALITLÁN,0.0,0.0,0,0.0,1.0,6.0,19.22552288,-103.1925712
14,JALISCO,88,TECOLOTLÁN,2.0,1.0,0,1.0,0.0,14.0,20.25928864,-104.02420490000002
14,JALISCO,89,TECHALUTA DE MONTENEGRO,0.0,0.0,0,0.0,0.0,1.0,20.09243874,-103.57526109999999
14,JALISCO,90,TENAMAXTLÁN,0.0,0.0,0,0.0,0.0,7.0,20.14694917,-104.16553909999999
14,JALISCO,91,TEOCALTICHE,0.0,0.0,0,0.0,0.0,26.0,21.48046589,-102.5544776
14,JALISCO,92,TEOCUITATLÁN DE CORONA,0.0,0.0,0,0.0,0.0,4.0,20.10872798,-103.34714890000001
14,JALISCO,93,TEPATITLÁN DE MORELOS,2.0,1.0,0,1.0,7.0,200.0,20.81497043,-102.7208449
14,JALISCO,94,TEQUILA,5.0,1.0,0,4.0,0.0,58.0,21.11269655,-103.7809295
14,JALISCO,95,TEUCHITLÁN,0.0,0.0,0,0.0,0.0,2.0,20.67928176,-103.8323815
14,JALISCO,96,TIZAPÁN EL ALTO,5.0,0.0,0,5.0,0.0,30.0,20.119633,-103.0710682
14,JALISCO,97,TLAJOMULCO DE ZÚÑIGA,53.0,5.0,0,48.0,17.0,426.0,20.48421905,-103.4259569
14,JALISCO,98,SAN PEDRO TLAQUEPAQUE,75.0,3.0,0,72.0,36.0,424.0,20.59091448,-103.348905
14,JALISCO,99,TOLIMÁN,0.0,0.0,0,0.0,1.0,4.0,19.55291573,-103.93056130000001
14,JALISCO,100,TOMATLÁN,6.0,3.0,0,3.0,1.0,30.0,19.97967745,-105.1647531
14,JALISCO,101,TONALÁ,89.0,5.0,0,84.0,38.0,457.0,20.61677917,-103.2139059
14,JALISCO,102,TONAYA,0.0,0.0,0,0.0,1.0,11.0,19.84793597,-103.95017109999999
14,JALISCO,103,TONILA,1.0,0.0,0,1.0,1.0,15.0,19.43211667,-103.53509629999999
14,JALISCO,104,TOTATICHE,0.0,0.0,0,0.0,0.0,2.0,21.95897967,-103.4785624
14,JALISCO,105,TOTOTLÁN,0.0,0.0,0,0.0,3.0,8.0,20.548749100000002,-102.74872109999998
14,JALISCO,106,TUXCACUESCO,0.0,0.0,0,0.0,1.0,1.0,19.68124491,-104.03315740000001
14,JALISCO,107,TUXCUECA,0.0,0.0,0,0.0,0.0,2.0,20.14691534,-103.24204870000001
14,JALISCO,108,TUXPAN,2.0,0.0,0,2.0,0.0,15.0,19.47912166,-103.4572728
14,JALISCO,109,UNIÓN DE SAN ANTONIO,0.0,0.0,0,0.0,0.0,20.0,21.15470836,-101.99718349999999
14,JALISCO,110,UNIÓN DE TULA,0.0,0.0,0,0.0,0.0,9.0,19.99290826,-104.25571059999999
14,JALISCO,111,VALLE DE GUADALUPE,0.0,0.0,0,0.0,0.0,14.0,21.04653472,-102.6509577
14,JALISCO,112,VALLE DE JUÁREZ,0.0,0.0,0,0.0,0.0,4.0,19.83529847,-102.97260899999999
14,JALISCO,113,SAN GABRIEL,0.0,0.0,0,0.0,1.0,3.0,19.70994993,-103.73892159999998
14,JALISCO,114,VILLA CORONA,1.0,0.0,0,1.0,1.0,15.0,20.38969552,-103.7088603
14,JALISCO,115,VILLA GUERRERO,0.0,0.0,0,0.0,0.0,2.0,22.02883004,-103.68667370000001
14,JALISCO,116,VILLA HIDALGO,0.0,0.0,0,0.0,0.0,14.0,21.66773686,-102.59359930000001
14,JALISCO,117,CAÑADAS DE OBREGÓN,5.0,0.0,0,5.0,1.0,17.0,21.15984203,-102.7012165
14,JALISCO,118,YAHUALICA DE GONZÁLEZ GALLO,1.0,0.0,0,1.0,0.0,30.0,21.13797614,-102.9336735
14,JALISCO,119,ZACOALCO DE TORRES,0.0,0.0,0,0.0,3.0,10.0,20.23554834,-103.56806740000002
14,JALISCO,120,ZAPOPAN,139.0,6.0,0,133.0,112.0,1566.0,20.79499461,-103.49418409999998
14,JALISCO,121,ZAPOTILTIC,1.0,0.0,0,1.0,0.0,11.0,19.62164543,-103.345801
14,JALISCO,122,ZAPOTITLÁN DE VADILLO,1.0,0.0,0,1.0,0.0,16.0,19.51558781,-103.7583325
14,JALISCO,123,ZAPOTLÁN DEL REY,3.0,1.0,0,2.0,2.0,10.0,20.46087584,-102.924971
14,JALISCO,124,ZAPOTLANEJO,10.0,0.0,0,10.0,0.0,90.0,20.63609801,-103.0488523
14,JALISCO,125,SAN IGNACIO CERRO GORDO,0.0,0.0,0,0.0,0.0,7.0,20.76462354,-102.50640179999999
15,MÉXICO,1,ACAMBAY DE RUÍZ CASTAÑEDA,9.0,2.0,0,7.0,32.0,32.0,19.97296672,-99.87154179999999
15,MÉXICO,2,ACOLMAN,52.0,3.0,0,49.0,106.0,88.0,19.63378026,-98.91986552
15,MÉXICO,3,ACULCO,7.0,0.0,0,7.0,10.0,15.0,20.11570666,-99.83335748
15,MÉXICO,4,ALMOLOYA DE ALQUISIRAS,1.0,0.0,0,1.0,8.0,5.0,18.83298187,-99.86679901
15,MÉXICO,5,ALMOLOYA DE JUÁREZ,30.0,3.0,0,27.0,40.0,57.0,19.40562639,-99.82945543
15,MÉXICO,6,ALMOLOYA DEL RÍO,6.0,0.0,0,6.0,12.0,25.0,19.15878,-99.49187309
15,MÉXICO,7,AMANALCO,7.0,1.0,0,6.0,8.0,14.0,19.25094288,-99.98839314
15,MÉXICO,8,AMATEPEC,3.0,0.0,0,3.0,1.0,15.0,18.70301269,-100.266802
15,MÉXICO,9,AMECAMECA,36.0,1.0,0,35.0,32.0,48.0,19.12495773,-98.71648998
15,MÉXICO,10,APAXCO,5.0,0.0,0,5.0,2.0,5.0,19.9845142,-99.14789661
15,MÉXICO,11,ATENCO,10.0,3.0,0,7.0,19.0,32.0,19.54565382,-98.96156935
15,MÉXICO,12,ATIZAPÁN,35.0,2.0,0,33.0,54.0,109.0,19.17554586,-99.49997514
15,MÉXICO,13,ATIZAPÁN DE ZARAGOZA,341.0,51.0,0,290.0,174.0,348.0,19.56481159,-99.27404279
15,MÉXICO,14,ATLACOMULCO,27.0,4.0,0,23.0,96.0,111.0,19.809972,-99.8460182
15,MÉXICO,15,ATLAUTLA,8.0,1.0,0,7.0,13.0,8.0,19.0311172,-98.71706028
15,MÉXICO,16,AXAPUSCO,6.0,0.0,0,6.0,14.0,17.0,19.76308078,-98.72130678
15,MÉXICO,17,AYAPANGO,4.0,1.0,0,3.0,7.0,3.0,19.12429549,-98.81635545
15,MÉXICO,18,CALIMAYA,20.0,0.0,0,20.0,37.0,62.0,19.16553618,-99.64327165
15,MÉXICO,19,CAPULHUAC,17.0,4.0,0,13.0,17.0,33.0,19.20870355,-99.45973816
15,MÉXICO,20,COACALCO DE BERRIOZÁBAL,155.0,18.0,0,137.0,66.0,187.0,19.6262935,-99.10239495
15,MÉXICO,21,COATEPEC HARINAS,6.0,1.0,0,5.0,14.0,14.0,18.94636301,-99.79826113
15,MÉXICO,22,COCOTITLÁN,16.0,0.0,0,16.0,11.0,18.0,19.22603049,-98.85889522
15,MÉXICO,23,COYOTEPEC,18.0,4.0,0,14.0,19.0,23.0,19.78998655,-99.22220578
15,MÉXICO,24,CUAUTITLÁN,182.0,15.0,0,167.0,117.0,207.0,19.70824807,-99.15942263
15,MÉXICO,25,CHALCO,503.0,58.0,0,445.0,306.0,484.0,19.25361272,-98.83168458
15,MÉXICO,26,CHAPA DE MOTA,1.0,0.0,0,1.0,14.0,12.0,19.82577108,-99.55094103
15,MÉXICO,27,CHAPULTEPEC,6.0,0.0,0,6.0,12.0,15.0,19.20650676,-99.55045285
15,MÉXICO,28,CHIAUTLA,9.0,0.0,0,9.0,10.0,14.0,19.57303922,-98.8833852
15,MÉXICO,29,CHICOLOAPAN,102.0,5.0,0,97.0,68.0,140.0,19.40541919,-98.87810749
15,MÉXICO,30,CHICONCUAC,6.0,0.0,0,6.0,8.0,10.0,19.55627976,-98.89669599999999
15,MÉXICO,31,CHIMALHUACÁN,536.0,75.0,0,461.0,281.0,437.0,19.41624048,-98.94716816
15,MÉXICO,32,DONATO GUERRA,1.0,0.0,0,1.0,6.0,21.0,19.31645365,-100.1848532
15,MÉXICO,33,ECATEPEC DE MORELOS,1333.0,143.0,0,1190.0,543.0,1453.0,19.5727999,-99.04321026
15,MÉXICO,34,ECATZINGO,5.0,1.0,0,4.0,1.0,1.0,18.9680239,-98.73664832
15,MÉXICO,35,HUEHUETOCA,41.0,0.0,0,41.0,39.0,47.0,19.82263964,-99.25502333
15,MÉXICO,36,HUEYPOXTLA,6.0,1.0,0,5.0,14.0,12.0,19.95243712,-99.02800475
15,MÉXICO,37,HUIXQUILUCAN,219.0,8.0,0,211.0,119.0,428.0,19.38311053,-99.33952387
15,MÉXICO,38,ISIDRO FABELA,3.0,0.0,0,3.0,5.0,2.0,19.5542457,-99.44037337
15,MÉXICO,39,IXTAPALUCA,428.0,67.0,0,361.0,174.0,363.0,19.34280773,-98.7790459
15,MÉXICO,40,IXTAPAN DE LA SAL,2.0,0.0,0,2.0,40.0,40.0,18.85070437,-99.69084043
15,MÉXICO,41,IXTAPAN DEL ORO,0.0,0.0,0,0.0,0.0,2.0,19.25743489,-100.2778515
15,MÉXICO,42,IXTLAHUACA,67.0,19.0,0,48.0,47.0,63.0,19.58988427,-99.80697291
15,MÉXICO,43,XALATLACO,19.0,4.0,0,15.0,19.0,47.0,19.16524852,-99.35927129
15,MÉXICO,44,JALTENCO,7.0,2.0,0,5.0,7.0,5.0,19.73872749,-99.08893217
15,MÉXICO,45,JILOTEPEC,10.0,1.0,0,9.0,64.0,81.0,20.01917283,-99.59658101
15,MÉXICO,46,JILOTZINGO,8.0,0.0,0,8.0,10.0,8.0,19.50605404,-99.39043608
15,MÉXICO,47,JIQUIPILCO,12.0,2.0,0,10.0,16.0,17.0,19.58605616,-99.64160442
15,MÉXICO,48,JOCOTITLÁN,17.0,2.0,0,15.0,33.0,54.0,19.71735279,-99.82349599999999
15,MÉXICO,49,JOQUICINGO,0.0,0.0,0,0.0,10.0,6.0,19.06757347,-99.51448125
15,MÉXICO,50,JUCHITEPEC,4.0,0.0,0,4.0,6.0,9.0,19.09360304,-98.90408544
15,MÉXICO,51,LERMA,51.0,2.0,0,49.0,110.0,92.0,19.34509364,-99.47485467
15,MÉXICO,52,MALINALCO,1.0,0.0,0,1.0,7.0,2.0,18.88195027,-99.48564545
15,MÉXICO,53,MELCHOR OCAMPO,32.0,1.0,0,31.0,38.0,25.0,19.70965076,-99.13354689
15,MÉXICO,54,METEPEC,123.0,6.0,0,117.0,169.0,305.0,19.24738849,-99.58836648
15,MÉXICO,55,MEXICALTZINGO,5.0,0.0,0,5.0,9.0,8.0,19.2112478,-99.58402216
15,MÉXICO,56,MORELOS,2.0,1.0,0,1.0,15.0,19.0,19.74346891,-99.64178247
15,MÉXICO,57,NAUCALPAN DE JUÁREZ,824.0,57.0,0,767.0,526.0,1022.0,19.47126044,-99.29260308
15,MÉXICO,58,NEZAHUALCÓYOTL,1467.0,152.0,0,1315.0,702.0,1516.0,19.42258895,-99.02270306
15,MÉXICO,59,NEXTLALPAN,10.0,1.0,0,9.0,11.0,26.0,19.72994508,-99.07452487
15,MÉXICO,60,NICOLÁS ROMERO,284.0,37.0,0,247.0,166.0,247.0,19.624980700000002,-99.39172424
15,MÉXICO,61,NOPALTEPEC,1.0,0.0,0,1.0,5.0,8.0,19.81232128,-98.71708839
15,MÉXICO,62,OCOYOACAC,24.0,1.0,0,23.0,32.0,39.0,19.25947233,-99.40664254
15,MÉXICO,63,OCUILAN,4.0,2.0,0,2.0,14.0,10.0,19.00926654,-99.39641535
15,MÉXICO,64,EL ORO,19.0,4.0,0,15.0,49.0,73.0,19.79882232,-100.07549209999999
15,MÉXICO,65,OTUMBA,16.0,6.0,0,10.0,16.0,26.0,19.65602713,-98.73839405
15,MÉXICO,66,OTZOLOAPAN,0.0,0.0,0,0.0,2.0,0.0,19.10803679,-100.3189455
15,MÉXICO,67,OTZOLOTEPEC,18.0,2.0,0,16.0,28.0,31.0,19.45064569,-99.52728534
15,MÉXICO,68,OZUMBA,14.0,1.0,0,13.0,23.0,15.0,19.02189905,-98.80962281
15,MÉXICO,69,PAPALOTLA,1.0,0.0,0,1.0,5.0,1.0,19.55988205,-98.85785976
15,MÉXICO,70,LA PAZ,226.0,29.0,0,197.0,101.0,203.0,19.36102007,-98.94769819
15,MÉXICO,71,POLOTITLÁN,1.0,0.0,0,1.0,1.0,4.0,20.22408878,-99.83168856
15,MÉXICO,72,RAYÓN,6.0,0.0,0,6.0,12.0,14.0,19.13888037,-99.56707542
15,MÉXICO,73,SAN ANTONIO LA ISLA,10.0,1.0,0,9.0,15.0,38.0,19.16888342,-99.55128608
15,MÉXICO,74,SAN FELIPE DEL PROGRESO,27.0,8.0,0,19.0,51.0,52.0,19.65324368,-99.98252732
15,MÉXICO,75,SAN MARTÍN DE LAS PIRÁMIDES,9.0,0.0,0,9.0,16.0,16.0,19.71977969,-98.83219673
15,MÉXICO,76,SAN MATEO ATENCO,26.0,2.0,0,24.0,46.0,52.0,19.26553186,-99.53968835
15,MÉXICO,77,SAN SIMÓN DE GUERRERO,1.0,1.0,0,0.0,11.0,2.0,18.98006248,-100.03686850000001
15,MÉXICO,78,SANTO TOMÁS,0.0,0.0,0,0.0,11.0,5.0,19.17969192,-100.29981490000002
15,MÉXICO,79,SOYANIQUILPAN DE JUÁREZ,7.0,5.0,0,2.0,21.0,13.0,20.05181511,-99.51387728
15,MÉXICO,80,SULTEPEC,2.0,1.0,0,1.0,5.0,19.0,18.73466669,-99.98920548
15,MÉXICO,81,TECÁMAC,293.0,24.0,0,269.0,150.0,391.0,19.70585598,-98.98650311
15,MÉXICO,82,TEJUPILCO,4.0,2.0,0,2.0,52.0,66.0,18.873832,-100.2130697
15,MÉXICO,83,TEMAMATLA,9.0,1.0,0,8.0,8.0,10.0,19.18893551,-98.88377614
15,MÉXICO,84,TEMASCALAPA,11.0,3.0,0,8.0,11.0,18.0,19.81913597,-98.88106569
15,MÉXICO,85,TEMASCALCINGO,5.0,3.0,0,2.0,20.0,47.0,19.92128642,-100.03701509999999
15,MÉXICO,86,TEMASCALTEPEC,3.0,0.0,0,3.0,7.0,13.0,19.08138742,-99.99657934
15,MÉXICO,87,TEMOAYA,34.0,4.0,0,30.0,42.0,31.0,19.48497397,-99.60246258
15,MÉXICO,88,TENANCINGO,15.0,2.0,0,13.0,116.0,81.0,18.96703976,-99.56922181
15,MÉXICO,89,TENANGO DEL AIRE,3.0,0.0,0,3.0,2.0,4.0,19.15163922,-98.87015048
15,MÉXICO,90,TENANGO DEL VALLE,31.0,1.0,0,30.0,52.0,52.0,19.08167125,-99.62926242
15,MÉXICO,91,TEOLOYUCAN,31.0,4.0,0,27.0,54.0,19.0,19.76221054,-99.16818428
15,MÉXICO,92,TEOTIHUACÁN,19.0,5.0,0,14.0,37.0,43.0,19.68632551,-98.87066436
15,MÉXICO,93,TEPETLAOXTOC,8.0,2.0,0,6.0,5.0,8.0,19.56939449,-98.7654791
15,MÉXICO,94,TEPETLIXPA,13.0,3.0,0,10.0,3.0,7.0,19.00994515,-98.84128326
15,MÉXICO,95,TEPOTZOTLÁN,29.0,3.0,0,26.0,18.0,35.0,19.72522135,-99.30619341
15,MÉXICO,96,TEQUIXQUIAC,6.0,0.0,0,6.0,7.0,10.0,19.90465625,-99.14958905
15,MÉXICO,97,TEXCALTITLÁN,0.0,0.0,0,0.0,10.0,5.0,18.93957369,-99.93929518
15,MÉXICO,98,TEXCALYACAC,3.0,0.0,0,3.0,5.0,2.0,19.12964608,-99.50642973
15,MÉXICO,99,TEXCOCO,151.0,12.0,0,139.0,100.0,173.0,19.47163583,-98.82779703
15,MÉXICO,100,TEZOYUCA,19.0,0.0,0,19.0,24.0,19.0,19.5968658,-98.93100876
15,MÉXICO,101,TIANGUISTENCO,17.0,2.0,0,15.0,44.0,37.0,19.16231553,-99.43216653
15,MÉXICO,102,TIMILPAN,1.0,0.0,0,1.0,5.0,11.0,19.89637081,-99.71803783
15,MÉXICO,103,TLALMANALCO,49.0,2.0,0,47.0,43.0,61.0,19.20890753,-98.73196642
15,MÉXICO,104,TLALNEPANTLA DE BAZ,660.0,56.0,0,604.0,417.0,969.0,19.5427491,-99.17014687
15,MÉXICO,105,TLATLAYA,0.0,0.0,0,0.0,0.0,1.0,18.54452356,-100.2570749
15,MÉXICO,106,TOLUCA,452.0,19.0,0,433.0,615.0,875.0,19.29716416,-99.66638966
15,MÉXICO,107,TONATICO,2.0,0.0,0,2.0,18.0,16.0,18.78090897,-99.63756182
15,MÉXICO,108,TULTEPEC,83.0,10.0,0,73.0,54.0,98.0,19.67930783,-99.11964723
15,MÉXICO,109,TULTITLÁN,329.0,52.0,0,277.0,138.0,281.0,19.62621826,-99.14528451
15,MÉXICO,110,VALLE DE BRAVO,18.0,3.0,0,15.0,58.0,50.0,19.17778991,-100.1219562
15,MÉXICO,111,VILLA DE ALLENDE,1.0,0.0,0,1.0,5.0,10.0,19.38726146,-100.13756640000001
15,MÉXICO,112,VILLA DEL CARBÓN,3.0,1.0,0,2.0,9.0,11.0,19.72109789,-99.4784194
15,MÉXICO,113,VILLA GUERRERO,3.0,1.0,0,2.0,21.0,17.0,18.97432551,-99.6877372
15,MÉXICO,114,VILLA VICTORIA,7.0,1.0,0,6.0,15.0,14.0,19.44278391,-99.99214155
15,MÉXICO,115,XONACATLÁN,38.0,4.0,0,34.0,42.0,33.0,19.43695532,-99.46759506
15,MÉXICO,116,ZACAZONAPAN,1.0,0.0,0,1.0,5.0,0.0,19.06083683,-100.256109
15,MÉXICO,117,ZACUALPAN,0.0,0.0,0,0.0,4.0,3.0,18.71585105,-99.81280029
15,MÉXICO,118,ZINACANTEPEC,62.0,6.0,0,56.0,63.0,93.0,19.21544272,-99.79769875
15,MÉXICO,119,ZUMPAHUACÁN,7.0,0.0,0,7.0,3.0,18.0,18.80014844,-99.55409715
15,MÉXICO,120,ZUMPANGO,89.0,11.0,0,78.0,74.0,127.0,19.80912124,-99.07182393
15,MÉXICO,121,CUAUTITLÁN IZCALLI,280.0,33.0,0,247.0,115.0,286.0,19.65457619,-99.2251844
15,MÉXICO,122,VALLE DE CHALCO SOLIDARIDAD,241.0,69.0,0,172.0,103.0,167.0,19.27639562,-98.94836036
15,MÉXICO,123,LUVIANOS,0.0,0.0,0,0.0,4.0,6.0,18.94084941,-100.406477
15,MÉXICO,124,SAN JOSÉ DEL RINCÓN,14.0,4.0,0,10.0,9.0,22.0,19.61963982,-100.14533270000001
15,MÉXICO,125,TONANITLA,5.0,0.0,0,5.0,3.0,9.0,19.68183698,-99.05836517
16,MICHOACÁN DE OCAMPO,1,ACUITZIO,0.0,0.0,0,0.0,0.0,1.0,19.46584191,-101.3399984
16,MICHOACÁN DE OCAMPO,2,AGUILILLA,0.0,0.0,0,0.0,0.0,1.0,18.77789222,-102.76106700000001
16,MICHOACÁN DE OCAMPO,3,ÁLVARO OBREGÓN,7.0,2.0,0,5.0,2.0,26.0,19.8735551,-101.0217546
16,MICHOACÁN DE OCAMPO,4,ANGAMACUTIRO,0.0,0.0,0,0.0,2.0,19.0,20.13892647,-101.7277573
16,MICHOACÁN DE OCAMPO,5,ANGANGUEO,1.0,0.0,0,1.0,4.0,5.0,19.62923307,-100.2985275
16,MICHOACÁN DE OCAMPO,6,APATZINGÁN,68.0,5.0,0,63.0,35.0,59.0,18.93833312,-102.4233
16,MICHOACÁN DE OCAMPO,7,APORO,0.0,0.0,0,0.0,1.0,4.0,19.66198491,-100.3954257
16,MICHOACÁN DE OCAMPO,8,AQUILA,0.0,0.0,0,0.0,1.0,3.0,18.37439624,-103.2359956
16,MICHOACÁN DE OCAMPO,9,ARIO,1.0,0.0,0,1.0,2.0,7.0,19.156391199999998,-101.706673
16,MICHOACÁN DE OCAMPO,10,ARTEAGA,4.0,2.0,0,2.0,2.0,3.0,18.36423078,-102.2705733
16,MICHOACÁN DE OCAMPO,12,BUENAVISTA,1.0,0.0,0,1.0,4.0,17.0,19.20395695,-102.5838588
16,MICHOACÁN DE OCAMPO,13,CARÁCUARO,0.0,0.0,0,0.0,0.0,6.0,18.96889155,-101.0363079
16,MICHOACÁN DE OCAMPO,14,COAHUAYANA,1.0,0.0,0,1.0,0.0,2.0,18.74284267,-103.6153719
16,MICHOACÁN DE OCAMPO,15,COALCOMÁN DE VÁZQUEZ PALLARES,1.0,0.0,0,1.0,2.0,4.0,18.67995283,-103.0860113
16,MICHOACÁN DE OCAMPO,17,CONTEPEC,0.0,0.0,0,0.0,2.0,3.0,19.95934073,-100.2075949
16,MICHOACÁN DE OCAMPO,18,COPÁNDARO,7.0,0.0,0,7.0,3.0,62.0,19.91628816,-101.2214022
16,MICHOACÁN DE OCAMPO,19,COTIJA,1.0,0.0,0,1.0,0.0,9.0,19.75913394,-102.6999536
16,MICHOACÁN DE OCAMPO,20,CUITZEO,1.0,1.0,0,0.0,1.0,43.0,19.98061259,-101.1118287
16,MICHOACÁN DE OCAMPO,21,CHARAPAN,0.0,0.0,0,0.0,1.0,0.0,19.69244882,-102.22797159999999
16,MICHOACÁN DE OCAMPO,22,CHARO,4.0,0.0,0,4.0,5.0,36.0,19.66894638,-101.0133114
16,MICHOACÁN DE OCAMPO,23,CHAVINDA,3.0,0.0,0,3.0,1.0,8.0,20.04403876,-102.4467075
16,MICHOACÁN DE OCAMPO,24,CHERÁN,0.0,0.0,0,0.0,0.0,5.0,19.734630499999998,-101.9897386
16,MICHOACÁN DE OCAMPO,25,CHILCHOTA,5.0,0.0,0,5.0,3.0,29.0,19.81336874,-102.10116529999999
16,MICHOACÁN DE OCAMPO,27,CHUCÁNDIRO,0.0,0.0,0,0.0,1.0,20.0,19.89696435,-101.362189
16,MICHOACÁN DE OCAMPO,28,CHURINTZIO,1.0,0.0,0,1.0,1.0,7.0,20.12891266,-102.07803670000001
16,MICHOACÁN DE OCAMPO,30,ECUANDUREO,0.0,0.0,0,0.0,0.0,3.0,20.15557292,-102.24341590000002
16,MICHOACÁN DE OCAMPO,31,EPITACIO HUERTA,3.0,0.0,0,3.0,0.0,4.0,20.14738594,-100.2893382
16,MICHOACÁN DE OCAMPO,32,ERONGARÍCUARO,3.0,1.0,0,2.0,0.0,6.0,19.61980599,-101.7252158
